ligand_id,smiles,canonical_smiles,chembl_id,group,source,activity_type,relation,value_nM,p_activity,heavy_atoms,mw,num_rot_bonds,murcko_scaffold,vina_affinity,vina_affinity_2,n_poses,seconds,hit_7,pred_pIC50,pred_pose,pred_pIC50_var
CHEMBL109804,c1cn(c(=O)nc1N)[C@H]2CC(C(O2)CO)(F)F,Nc1ccn([C@H]2CC(F)(F)C(CO)O2)c(=O)n1,CHEMBL109804,negative,DUD-E inactives_nM_chembl,EC50,>,100000.0,4.0,17,247.2,2,O=c1ncccn1[C@H]1CCCO1,-6.223,-6.011,5,16.1,False,4.5458984,0.17907992,1.1708006
CHEMBL84281,c1ccc(cc1)C(=O)SCc2c(c3ccccc3oc2=O)O,O=C(SCc1c(O)c2ccccc2oc1=O)c1ccccc1,CHEMBL84281,negative,DUD-E inactives_nM_chembl,IC50,>,100000.0,4.0,22,312.35,3,O=C(SCc1cc2ccccc2oc1=O)c1ccccc1,-7.789,-7.64,5,22.3,True,4.046875,0.02423618,0.12389374
CHEMBL96869,CC(C)(C)NC(=O)c1ccccc1C(CSc2ccccc2C(=O)NC(C)(C)C)O,CC(C)(C)NC(=O)c1ccccc1SCC(O)c1ccccc1C(=O)NC(C)(C)C,CHEMBL96869,negative,DUD-E inactives_nM_chembl,IC50,>,200000.0,3.6989700043360183,30,428.6,6,c1ccc(CCSc2ccccc2)cc1,-7.983,-7.87,5,82.4,True,6.9248047,0.4340887,1.0677935
CHEMBL294840,COc1c(cc(cc1Cl)C(=CCCCC(=O)OC)c2cc(c(c(c2)Cl)OC)C(=O)OC)C(=O)OC,COC(=O)CCCC=C(c1cc(Cl)c(OC)c(C(=O)OC)c1)c1cc(Cl)c(OC)c(C(=O)OC)c1,CHEMBL294840,negative,DUD-E inactives_nM_chembl,IC50,>,100000.0,4.0,35,525.38,10,C=C(c1ccccc1)c1ccccc1,-7.032,-6.962,5,121.8,True,5.852539,0.091448784,0.3319842
CHEMBL431195,Cc1ccc(cc1)S(=O)(=O)N/N=C(/CCN2CCCC2)\CC(c3ccccc3)c4c(=O)c5ccccc5oc4O,Cc1ccc(S(=O)(=O)N/N=C(/CCN2CCCC2)CC(c2ccccc2)c2c(O)oc3ccccc3c2=O)cc1,CHEMBL431195,negative,DUD-E inactives_nM_chembl,IC50,>,100000.0,4.0,40,559.69,10,O=c1c(C(C/C(CCN2CCCC2)=N\NS(=O)(=O)c2ccccc2)c2ccccc2)coc2ccccc12,-8.56,-8.502,5,164.8,True,7.2929688,0.3299569,0.5307719
CHEMBL432212,CC1([C@@H](N[C@H](S1)[C@@H](C(=O)NCc2ccccc2)NC(=O)Cc3ccccc3)C(=O)N)C,CC1(C)S[C@H]([C@H](NC(=O)Cc2ccccc2)C(=O)NCc2ccccc2)N[C@H]1C(N)=O,CHEMBL432212,negative,DUD-E inactives_nM_chembl,IC50,>,230000.0,3.638272163982407,31,440.57,8,O=C(Cc1ccccc1)N[C@H](C(=O)NCc1ccccc1)[C@@H]1NCCS1,-8.624,-8.43,5,74.1,True,6.2714844,0.105980076,0.7745616
CHEMBL64588,c1ccc(cc1)Cc2c(c3c(cccc3oc2=O)O)O,O=c1oc2cccc(O)c2c(O)c1Cc1ccccc1,CHEMBL64588,negative,DUD-E inactives_nM_chembl,IC50,>,100000.0,4.0,20,268.27,2,O=c1oc2ccccc2cc1Cc1ccccc1,-7.393,-7.347,5,20.1,True,4.272949,0.117966935,0.43466282
CHEMBL305836,CC(C)(C)NC(=O)[C@H](CC1CCCCC1)N2CCC[C@@](C2)([C@H](Cc3ccccc3)NC(=O)OC(C)(C)C)O,CC(C)(C)NC(=O)[C@H](CC1CCCCC1)N1CCC[C@](O)([C@H](Cc2ccccc2)NC(=O)OC(C)(C)C)C1,CHEMBL305836,negative,DUD-E inactives_nM_chembl,IC50,>,100000.0,4.0,38,529.77,8,c1ccc(CCC2CCCN(CCC3CCCCC3)C2)cc1,-9.046,-8.704,5,149.0,True,7.3085938,0.2766108,0.23440552
CHEMBL88167,c1ccc(cc1)OCCCCc2c(c3ccccc3oc2=O)O,O=c1oc2ccccc2c(O)c1CCCCOc1ccccc1,CHEMBL88167,negative,DUD-E inactives_nM_chembl,IC50,>,100000.0,4.0,23,310.35,6,O=c1oc2ccccc2cc1CCCCOc1ccccc1,-7.449,-7.387,5,33.0,True,4.208008,0.08202221,1.1821404
CHEMBL40645,C[C@@H](/C=C/[C@@H](C(C)C)C(=O)N[C@@H](C(C)C)C(=O)OC)C(=O)N[C@@H](C(C)C)C(=O)OC,COC(=O)[C@@H](NC(=O)[C@@H](/C=C/[C@H](C)C(=O)N[C@H](C(=O)OC)C(C)C)C(C)C)C(C)C,CHEMBL40645,negative,DUD-E inactives_nM_chembl,Ki,>,67000.0,4.173925197299174,30,426.55,11,,-6.647,-6.596,5,94.6,False,4.5791016,0.012598105,0.16539891
CHEMBL86563,c1ccc(cc1)CC2NC(=O)NC(P2(=O)O)Cc3ccccc3,O=C1NC(Cc2ccccc2)P(=O)(O)C(Cc2ccccc2)N1,CHEMBL86563,negative,DUD-E inactives_nM_chembl,IC50,>,100000.0,4.0,23,330.32,4,O=C1NC(Cc2ccccc2)[PH](=O)C(Cc2ccccc2)N1,-8.404,-8.334,5,27.8,True,5.352539,0.4380962,0.579848
CHEMBL104685,C[C@H](Cc1ccccc1)NC(=O)[C@H]2C(S[C@@H](N2)[C@@H](C(=O)NCc3ccccc3)NC(=O)Cc4ccccc4)(C)C,C[C@H](Cc1ccccc1)NC(=O)[C@@H]1N[C@@H]([C@H](NC(=O)Cc2ccccc2)C(=O)NCc2ccccc2)SC1(C)C,CHEMBL104685,negative,DUD-E inactives_nM_chembl,IC50,>,180000.0,3.7447274948966935,40,558.75,11,O=C(Cc1ccccc1)N[C@H](C(=O)NCc1ccccc1)[C@@H]1N[C@@H](C(=O)NCCc2ccccc2)CS1,-8.992,-8.88,5,208.3,True,7.642578,0.3285022,0.12476095
CHEMBL111447,c1cn(c(=O)[nH]c1=O)[C@@H]2CC(C(O2)CO)(F)F,O=c1ccn([C@@H]2CC(F)(F)C(CO)O2)c(=O)[nH]1,CHEMBL111447,negative,DUD-E inactives_nM_chembl,EC50,>,100000.0,4.0,17,248.18,2,O=c1ccn([C@@H]2CCCO2)c(=O)[nH]1,-6.31,-6.248,5,14.6,False,3.9433594,0.0770555,0.99168396
CHEMBL322094,CNC1=C(C(OC1=O)(CCc2ccccc2)C(=O)NCC3CCCO3)O,CNC1=C(O)C(CCc2ccccc2)(C(=O)NCC2CCCO2)OC1=O,CHEMBL322094,negative,DUD-E inactives_nM_chembl,IC50,>,1000000.0,3.0,26,360.41,7,O=C1C=CC(CCc2ccccc2)(C(=O)NCC2CCCO2)O1,-7.934,-7.874,5,47.3,True,5.803711,0.20536542,0.22751236
CHEMBL320767,c1cn(c(=O)nc1N)[C@H]2C=C(C(O2)CO)F,Nc1ccn([C@H]2C=C(F)C(CO)O2)c(=O)n1,CHEMBL320767,negative,DUD-E inactives_nM_chembl,EC50,>,100000.0,4.0,16,227.19,2,O=c1ncccn1[C@H]1C=CCO1,-5.631,-5.541,5,17.4,False,4.3901367,0.05384661,1.7483937
CHEMBL109716,Cc1cn(c(=O)[nH]c1=O)[C@H]2C=C(C(O2)CO)F,Cc1cn([C@H]2C=C(F)C(CO)O2)c(=O)[nH]c1=O,CHEMBL109716,negative,DUD-E inactives_nM_chembl,EC50,>,100000.0,4.0,17,242.21,2,O=c1ccn([C@H]2C=CCO2)c(=O)[nH]1,-6.018,-5.942,5,13.9,False,3.9814453,0.043522086,0.75247574
CHEMBL113361,c1cn(c(=O)[nH]c1=O)[C@@H]2C=C(C(O2)CO)F,O=c1ccn([C@@H]2C=C(F)C(CO)O2)c(=O)[nH]1,CHEMBL113361,negative,DUD-E inactives_nM_chembl,EC50,>,100000.0,4.0,16,228.18,2,O=c1ccn([C@@H]2C=CCO2)c(=O)[nH]1,-5.954,-5.944,5,13.9,False,4.7475586,0.08811877,1.7405888
CHEMBL84199,c1ccc(cc1)SC2=C(c3ccccc3C(=O)C2=O)O,O=C1C(=O)c2ccccc2C(O)=C1Sc1ccccc1,CHEMBL84199,negative,DUD-E inactives_nM_chembl,IC50,>,100000.0,4.0,20,282.32,2,O=C1C(=O)c2ccccc2C=C1Sc1ccccc1,-7.081,-6.921,5,14.8,True,4.878418,0.3949396,1.0438496
DEC0001,c1cc(ccc1/C(=N\CCc2c[nH]c3c2cc(cc3)F)/C4C(=O)NC(=O)N(C4=O)c5ccc(cc5)Br)Cl,O=C1NC(=O)N(c2ccc(Br)cc2)C(=O)C1/C(=N/CCc1c[nH]c2ccc(F)cc12)c1ccc(Cl)cc1,,decoy,DUD-E decoys_final,,,,,37,581.83,6,O=C1NC(=O)N(c2ccccc2)C(=O)C1/C(=N/CCc1c[nH]c2ccccc12)c1ccccc1,-9.811,-9.765,5,105.2,True,,,
DEC0002,CCOc1cc(ccc1O)/C=N/N=c\2/[nH]c(cs2)c3cccc(c3)S(=O)(=O)N4C[C@@H](C[C@H](C4)C)C,CCOc1cc(/C=N/N=c2/[nH]c(-c3cccc(S(=O)(=O)N4C[C@H](C)C[C@@H](C)C4)c3)cs2)ccc1O,,decoy,DUD-E decoys_final,,,,,35,514.67,7,O=S(=O)(c1cccc(-c2cs/c(=N\N=C\c3ccccc3)[nH]2)c1)N1CCCCC1,-9.093,-8.739,5,80.1,True,,,
DEC0003,c1cc(ccc1NS(=O)(=O)c2ccc(s2)c3ccc(=O)[nH]n3)Oc4ccc(cc4)Cl,O=c1ccc(-c2ccc(S(=O)(=O)Nc3ccc(Oc4ccc(Cl)cc4)cc3)s2)n[nH]1,,decoy,DUD-E decoys_final,,,,,30,459.94,6,O=c1ccc(-c2ccc(S(=O)(=O)Nc3ccc(Oc4ccccc4)cc3)s2)n[nH]1,-9.562,-9.514,5,58.5,True,,,
DEC0004,Cc1ccc(cc1)[C@@H]2C(=C(NC(=C2C(=O)OC)[O-])SCC(=O)Nc3ccc(cc3)F)C#N,COC(=O)C1=C([O-])NC(SCC(=O)Nc2ccc(F)cc2)=C(C#N)[C@H]1c1ccc(C)cc1,,decoy,DUD-E decoys_final,,,,,32,452.49,6,O=C(CSC1=C[C@@H](c2ccccc2)C=CN1)Nc1ccccc1,-8.165,-7.984,5,70.2,True,,,
DEC0005,CCOc1ccc(cc1)NC(=O)N(CCCOC)CC(=O)N(Cc2ccc(cc2)F)Cc3c(ccs3)C,CCOc1ccc(NC(=O)N(CCCOC)CC(=O)N(Cc2ccc(F)cc2)Cc2sccc2C)cc1,,decoy,DUD-E decoys_final,,,,,37,527.66,13,O=C(NCC(=O)N(Cc1ccccc1)Cc1cccs1)Nc1ccccc1,-7.569,-7.536,5,166.9,True,,,
DEC0006,CCOc1ccc(cc1/N=N\c2ccc(c3c2cccc3)/N=N/c4cccc(c4)S(=O)(=O)[O-])C,CCOc1ccc(C)cc1/N=N\c1ccc(/N=N/c2cccc(S(=O)(=O)[O-])c2)c2ccccc12,,decoy,DUD-E decoys_final,,,,,34,473.53,7,c1ccc(/N=N\c2ccc(/N=N/c3ccccc3)c3ccccc23)cc1,-9.634,-8.694,5,64.3,True,,,
DEC0007,CC[C@H](C)OC(=O)C1=C(NC2=C([C@H]1c3ccc(c(c3)OCC)O)C(=O)C[C@H](C2)c4ccc(cc4)Cl)C,CCOc1cc([C@H]2C(C(=O)O[C@@H](C)CC)=C(C)NC3=C2C(=O)C[C@@H](c2ccc(Cl)cc2)C3)ccc1O,,decoy,DUD-E decoys_final,,,,,36,510.03,7,O=C1C[C@@H](c2ccccc2)CC2=C1[C@@H](c1ccccc1)C=CN2,-7.969,-7.907,5,76.6,True,,,
DEC0008,CCc1ccc(cc1)OCc2nnc(n2CC(C)C)SCC(=O)Nc3ccc(cc3)CC(=O)[O-],CCc1ccc(OCc2nnc(SCC(=O)Nc3ccc(CC(=O)[O-])cc3)n2CC(C)C)cc1,,decoy,DUD-E decoys_final,,,,,34,481.6,12,O=C(CSc1nnc(COc2ccccc2)[nH]1)Nc1ccccc1,-8.592,-8.528,5,127.7,True,,,
DEC0009,CCCn1c2ccc(cc2nc1SCC(=O)Nc3cc(c(cc3OC)Cl)OC)S(=O)(=O)N,CCCn1c(SCC(=O)Nc2cc(OC)c(Cl)cc2OC)nc2cc(S(N)(=O)=O)ccc21,,decoy,DUD-E decoys_final,,,,,32,499.01,9,O=C(CSc1nc2ccccc2[nH]1)Nc1ccccc1,-8.034,-7.998,5,79.3,True,,,
DEC0010,CCOC(=O)C1=C(N=C2N([C@@H]1c3ccc(cc3)C)C(=CS2)/C=C(/NC[C@H]4CCCO4)\[O-])c5ccccc5,CCOC(=O)C1=C(c2ccccc2)N=C2SC=C(/C=C(\[O-])NC[C@H]3CCCO3)N2[C@@H]1c1ccc(C)cc1,,decoy,DUD-E decoys_final,,,,,37,516.64,8,C1=C(c2ccccc2)N=C2SC=C(/C=C/NC[C@H]3CCCO3)N2[C@@H]1c1ccccc1,-8.149,-8.079,5,95.2,True,,,
DEC0011,c1cc2cc(cc(c2nc1)NC(=O)c3ccnc(c3)F)Cl,O=C(Nc1cc(Cl)cc2cccnc12)c1ccnc(F)c1,,decoy,DUD-E decoys_final,,,,,21,301.71,2,O=C(Nc1cccc2cccnc12)c1ccncc1,-7.492,-7.364,5,12.7,True,,,
DEC0012,CCOc1cc(ccc1OCc2ccccc2F)/C=C/3\C(=O)N(/C(=N\c4ccc(cc4)C(=O)[O-])/S3)C,CCOc1cc(/C=C2/S/C(=N/c3ccc(C(=O)[O-])cc3)N(C)C2=O)ccc1OCc1ccccc1F,,decoy,DUD-E decoys_final,,,,,36,505.55,8,O=C1N/C(=N\c2ccccc2)S/C1=C/c1ccc(OCc2ccccc2)cc1,-8.67,-8.435,5,82.9,True,,,
DEC0013,Cc1c(cc(cc1S(=O)(=O)[N-]c2ccccc2Br)C(=O)[O-])F,Cc1c(F)cc(C(=O)[O-])cc1S(=O)(=O)[N-]c1ccccc1Br,,decoy,DUD-E decoys_final,,,,,22,386.2,4,O=S(=O)([N-]c1ccccc1)c1ccccc1,-7.737,-7.576,5,24.4,True,,,
DEC0014,CCCN(CC(=O)Nc1cc(nn1c2ccc(cc2)Cl)c3ccccc3)C(=O)Nc4ccc(cc4)Cl,CCCN(CC(=O)Nc1cc(-c2ccccc2)nn1-c1ccc(Cl)cc1)C(=O)Nc1ccc(Cl)cc1,,decoy,DUD-E decoys_final,,,,,36,522.44,8,O=C(CNC(=O)Nc1ccccc1)Nc1cc(-c2ccccc2)nn1-c1ccccc1,-8.991,-8.918,5,107.4,True,,,
DEC0015,Cc1ccc(c(c1)Br)OCC(=O)Oc2ccc(cc2Br)C(C)C,Cc1ccc(OCC(=O)Oc2ccc(C(C)C)cc2Br)c(Br)c1,,decoy,DUD-E decoys_final,,,,,23,442.15,5,O=C(COc1ccccc1)Oc1ccccc1,-6.079,-6.055,5,29.3,False,,,
DEC0016,c1ccc(cc1)CCNC(=O)CSc2nc([nH]n2)N/N=C/c3ccccc3OCc4ccccc4Cl,O=C(CSc1n[nH]c(N/N=C/c2ccccc2OCc2ccccc2Cl)n1)NCCc1ccccc1,,decoy,DUD-E decoys_final,,,,,36,521.05,12,O=C(CSc1n[nH]c(N/N=C/c2ccccc2OCc2ccccc2)n1)NCCc1ccccc1,-8.939,-8.684,5,166.1,True,,,
DEC0017,CCOc1ccc(cc1)[C@H](C(=O)NC(C)(C)C)N(Cc2ccc(cc2)F)C(=O)c3c(c(ns3)C(=O)N)N,CCOc1ccc([C@H](C(=O)NC(C)(C)C)N(Cc2ccc(F)cc2)C(=O)c2snc(C(N)=O)c2N)cc1,,decoy,DUD-E decoys_final,,,,,37,527.62,9,O=C(c1ccns1)N(Cc1ccccc1)Cc1ccccc1,-8.274,-7.967,5,146.8,True,,,
DEC0018,CCOc1ccc(cc1)NC(=O)CSc2nnc(n2N)N/N=C/c3ccc(cc3)N(C)C,CCOc1ccc(NC(=O)CSc2nnc(N/N=C/c3ccc(N(C)C)cc3)n2N)cc1,,decoy,DUD-E decoys_final,,,,,32,454.56,10,O=C(CSc1nnc(N/N=C/c2ccccc2)[nH]1)Nc1ccccc1,-8.029,-7.976,5,110.8,True,,,
DEC0019,CC1=C([C@@H](N2C(=CSC2=N1)/C=C(/NC[C@@H]3CCCO3)\[O-])c4ccc(cc4)Cl)C(=O)OCCOC,COCCOC(=O)C1=C(C)N=C2SC=C(/C=C(\[O-])NC[C@@H]3CCCO3)N2[C@H]1c1ccc(Cl)cc1,,decoy,DUD-E decoys_final,,,,,34,505.02,9,C1=C[C@H](c2ccccc2)N2C(/C=C/NC[C@@H]3CCCO3)=CSC2=N1,-7.63,-7.499,5,107.0,True,,,
DEC0020,CCCCOc1ccc(c(c1)C)c2c(cn(n2)c3ccccc3)/C=C\4/C(=O)N(C(=S)S4)CCC(=O)[O-],CCCCOc1ccc(-c2nn(-c3ccccc3)cc2/C=C2\SC(=S)N(CCC(=O)[O-])C2=O)c(C)c1,,decoy,DUD-E decoys_final,,,,,36,520.66,10,O=C1NC(=S)S/C1=C\c1cn(-c2ccccc2)nc1-c1ccccc1,-8.044,-7.968,5,104.3,True,,,
DEC0021,Cc1ccc(cc1)NC(=O)COc2ccc(cc2OC)/C=C(\CC(=O)[O-])/c3nc4ccccc4s3,COc1cc(/C=C(\CC(=O)[O-])c2nc3ccccc3s2)ccc1OCC(=O)Nc1ccc(C)cc1,,decoy,DUD-E decoys_final,,,,,35,487.56,9,O=C(COc1ccc(/C=C/c2nc3ccccc3s2)cc1)Nc1ccccc1,-8.193,-8.147,5,95.1,True,,,
DEC0022,CC(C)(C)c1ccc(cc1)C2=Nc3ccc(cc3C(=NN2)c4cccs4)Br,CC(C)(C)c1ccc(C2=Nc3ccc(Br)cc3C(c3cccs3)=NN2)cc1,,decoy,DUD-E decoys_final,,,,,27,438.39,2,c1ccc(C2=Nc3ccccc3C(c3cccs3)=NN2)cc1,-8.183,-8.171,5,21.9,True,,,
DEC0023,COC(=O)c1cnc(nc1CSc2nnc(n2CC=C)COc3ccc(cc3)Cl)N4CCCCC4,C=CCn1c(COc2ccc(Cl)cc2)nnc1SCc1nc(N2CCCCC2)ncc1C(=O)OC,,decoy,DUD-E decoys_final,,,,,35,515.04,10,c1ccc(OCc2nnc(SCc3ccnc(N4CCCCC4)n3)[nH]2)cc1,-7.47,-7.312,5,117.4,True,,,
DEC0024,CCCc1ccc(cc1)[C@@H](c2cccs2)NC(=O)CN3C(=O)[C@@](NC3=O)(C)c4ccc(cc4)F,CCCc1ccc([C@H](NC(=O)CN2C(=O)N[C@](C)(c3ccc(F)cc3)C2=O)c2cccs2)cc1,,decoy,DUD-E decoys_final,,,,,34,479.58,8,O=C(CN1C(=O)NC(c2ccccc2)C1=O)N[C@@H](c1ccccc1)c1cccs1,-8.543,-8.04,5,89.4,True,,,
DEC0025,CC(C)[C@@H](C(=O)Nc1ccc(cc1)S(=O)(=O)C)Nc2ccc(cc2Cl)C(F)(F)F,CC(C)[C@H](Nc1ccc(C(F)(F)F)cc1Cl)C(=O)Nc1ccc(S(C)(=O)=O)cc1,,decoy,DUD-E decoys_final,,,,,29,448.89,6,O=C(CNc1ccccc1)Nc1ccccc1,-8.206,-8.182,5,49.6,True,,,
DEC0026,Cc1ccccc1NS(=O)(=O)c2ccc(cc2)NC(=O)CCSc3nc([nH]n3)N/N=C(\C)/CC(C)C,C/C(CC(C)C)=N\Nc1nc(SCCC(=O)Nc2ccc(S(=O)(=O)Nc3ccccc3C)cc2)n[nH]1,,decoy,DUD-E decoys_final,,,,,36,529.69,12,O=C(CCSc1nc[nH]n1)Nc1ccc(S(=O)(=O)Nc2ccccc2)cc1,-8.116,-7.983,5,169.6,True,,,
DEC0027,CCn1c2ccc(cc2nc1CSc3nnc(n3CCC(=O)[O-])c4ccc(cc4)OC)C(=O)[O-],CCn1c(CSc2nnc(-c3ccc(OC)cc3)n2CCC(=O)[O-])nc2cc(C(=O)[O-])ccc21,,decoy,DUD-E decoys_final,,,,,34,479.52,10,c1ccc(-c2nnc(SCc3nc4ccccc4[nH]3)[nH]2)cc1,-7.647,-7.484,5,92.5,True,,,
DEC0028,CCn1c(c(c(c1C(=O)OC)C)C(=O)CN(CCN2CCOCC2)S(=O)(=O)/C=C/c3ccccc3)C,CCn1c(C)c(C(=O)CN(CCN2CCOCC2)S(=O)(=O)/C=C/c2ccccc2)c(C)c1C(=O)OC,,decoy,DUD-E decoys_final,,,,,36,517.65,11,O=C(CN(CCN1CCOCC1)S(=O)(=O)/C=C/c1ccccc1)c1cc[nH]c1,-8.14,-8.0,5,142.5,True,,,
DEC0029,c1ccc(cc1)CSc2nnc(s2)NC(=O)CSc3nc([nH]n3)N/N=C/c4ccccc4F,O=C(CSc1n[nH]c(N/N=C/c2ccccc2F)n1)Nc1nnc(SCc2ccccc2)s1,,decoy,DUD-E decoys_final,,,,,33,500.61,10,O=C(CSc1n[nH]c(N/N=C/c2ccccc2)n1)Nc1nnc(SCc2ccccc2)s1,-8.443,-8.433,5,116.9,True,,,
DEC0030,CCN\1C(=O)/C(=C/c2cc(c(cc2OCC)OCC)Br)/S/C1=N\c3cccc(c3)C(=O)[O-],CCOc1cc(OCC)c(/C=C2\S/C(=N\c3cccc(C(=O)[O-])c3)N(CC)C2=O)cc1Br,,decoy,DUD-E decoys_final,,,,,32,518.41,8,O=C1N/C(=N/c2ccccc2)S/C1=C\c1ccccc1,-8.289,-8.207,5,58.9,True,,,
DEC0031,CCCOc1ccc(cc1)C(=O)C2=C(C(=O)N([C@H]2c3cccc(c3)OCCC(C)C)CCOCCO)[O-],CCCOc1ccc(C(=O)C2=C([O-])C(=O)N(CCOCCO)[C@H]2c2cccc(OCCC(C)C)c2)cc1,,decoy,DUD-E decoys_final,,,,,37,510.61,15,O=C1C=C(C(=O)c2ccccc2)[C@H](c2ccccc2)N1,-7.561,-7.263,5,159.9,True,,,
DEC0032,COc1ccc(cc1OC)/C=C(\C(=O)NC2CCCCC2)/NC(=O)c3ccc(cc3)Br,COc1ccc(/C=C(/NC(=O)c2ccc(Br)cc2)C(=O)NC2CCCCC2)cc1OC,,decoy,DUD-E decoys_final,,,,,31,487.39,7,O=C(NC1CCCCC1)/C(=C\c1ccccc1)NC(=O)c1ccccc1,-7.909,-7.672,5,61.5,True,,,
DEC0033,CCOc1ccc(cc1)[C@H]2N=C(N=C3N2C(=CC(=C)N3)[O-])Nc4cccc(c4C)C,C=C1C=C([O-])N2C(=NC(Nc3cccc(C)c3C)=N[C@@H]2c2ccc(OCC)cc2)N1,,decoy,DUD-E decoys_final,,,,,30,402.48,4,C=C1C=CN2C(=NC(Nc3ccccc3)=N[C@@H]2c2ccccc2)N1,-8.718,-8.668,5,41.3,True,,,
DEC0034,CCCCOC(=O)C1=C(OC(=C([C@@]12c3ccccc3N(C2=O)CC(=O)OC)C(=O)OCCOC)C)N,CCCCOC(=O)C1=C(N)OC(C)=C(C(=O)OCCOC)[C@]12C(=O)N(CC(=O)OC)c1ccccc12,,decoy,DUD-E decoys_final,,,,,36,502.52,10,O=C1Nc2ccccc2C12C=COC=C2,-6.805,-6.597,4,124.5,False,,,
DEC0035,CN(c1ccc(cc1)OC(F)(F)F)C(=O)C2=CC3=[NH+][C@H](C[C@H](N3N2)C(F)(F)F)c4ccco4,CN(C(=O)C1=CC2=[NH+][C@@H](c3ccco3)C[C@@H](C(F)(F)F)N2N1)c1ccc(OC(F)(F)F)cc1,,decoy,DUD-E decoys_final,,,,,33,475.37,4,O=C(Nc1ccccc1)C1=CC2=[NH+][C@@H](c3ccco3)CCN2N1,-9.015,-8.937,5,73.0,True,,,
DEC0036,CCOc1cc(cc(c1OCc2ccc(cc2Cl)Cl)Cl)CNc3ccc(c(c3)C(=O)[O-])Cl,CCOc1cc(CNc2ccc(Cl)c(C(=O)[O-])c2)cc(Cl)c1OCc1ccc(Cl)cc1Cl,,decoy,DUD-E decoys_final,,,,,32,514.21,9,c1ccc(COc2ccc(CNc3ccccc3)cc2)cc1,-8.033,-8.025,5,77.6,True,,,
DEC0037,CCCCCn1c(=O)c2c3c(sc2nc1SCC(=O)Nc4cc(ccc4C)C(=O)[O-])CCCC3,CCCCCn1c(SCC(=O)Nc2cc(C(=O)[O-])ccc2C)nc2sc3c(c2c1=O)CCCC3,,decoy,DUD-E decoys_final,,,,,34,498.65,9,O=C(CSc1nc2sc3c(c2c(=O)[nH]1)CCCC3)Nc1ccccc1,-8.433,-8.299,5,85.3,True,,,
DEC0038,CCCOc1ccc(cc1OC)/C=C\2/C(=NC(=O)N(C2=O)c3cc(c(cc3Br)C)C)[O-],CCCOc1ccc(/C=C2\C(=O)N(c3cc(C)c(C)cc3Br)C(=O)N=C2[O-])cc1OC,,decoy,DUD-E decoys_final,,,,,31,486.34,6,O=C1N=C/C(=C/c2ccccc2)C(=O)N1c1ccccc1,-8.883,-8.532,5,48.4,True,,,
DEC0039,c1ccc2c(c1)cccc2/C=C\3/C(=O)N/C(=N\C4CCCC4)/S3,O=C1N/C(=N\C2CCCC2)S/C1=C\c1cccc2ccccc12,,decoy,DUD-E decoys_final,,,,,23,322.43,2,O=C1N/C(=N\C2CCCC2)S/C1=C\c1cccc2ccccc12,-9.01,-8.562,5,16.3,True,,,
DEC0040,c1ccc(cc1)[C@@H]2C(=c3ccccc3=[NH+]2)/C=N/N=C/4\NC(=O)[C@H](S4)CC(=O)Nc5ccc(cc5)Cl,O=C(C[C@H]1S/C(=N/N=C/C2=c3ccccc3=[NH+][C@@H]2c2ccccc2)NC1=O)Nc1ccc(Cl)cc1,,decoy,DUD-E decoys_final,,,,,35,503.01,6,O=C(C[C@H]1S/C(=N/N=C/C2=c3ccccc3=[NH+][C@@H]2c2ccccc2)NC1=O)Nc1ccccc1,-9.915,-9.897,5,84.4,True,,,
DEC0041,CCOC(=O)C1=C(N=C2CC(CC(=C2[C@@H]1c3ccc(cc3)Br)[O-])(C)C)C,CCOC(=O)C1=C(C)N=C2CC(C)(C)CC([O-])=C2[C@@H]1c1ccc(Br)cc1,,decoy,DUD-E decoys_final,,,,,26,417.32,3,C1=C[C@@H](c2ccccc2)C2=CCCCC2=N1,-7.518,-7.51,5,23.8,True,,,
DEC0042,CCn1c(c(c(n1)C)CCN/C(=N/C(=O)c2cc(c(c(c2)OC)OC)OC)/Nc3cccc(c3)F)C,CCn1nc(C)c(CCN/C(=N/C(=O)c2cc(OC)c(OC)c(OC)c2)Nc2cccc(F)c2)c1C,,decoy,DUD-E decoys_final,,,,,36,497.57,9,O=C(/N=C(/NCCc1cn[nH]c1)Nc1ccccc1)c1ccccc1,-8.476,-8.444,5,111.3,True,,,
DEC0043,CCC[C@H]1C[C@@H]([NH+](C1)C)C(=O)N[C@H]([C@H]2[C@H]([C@H]([C@@H]([C@@H](O2)SC)OP(=O)([O-])[O-])O)O)[C@H](C)Cl,CCC[C@H]1C[C@H](C(=O)N[C@H]([C@@H]2O[C@@H](SC)[C@@H](OP(=O)([O-])[O-])[C@H](O)[C@@H]2O)[C@H](C)Cl)[NH+](C)C1,,decoy,DUD-E decoys_final,,,,,31,503.96,9,O=C(NC[C@H]1CCCCO1)[C@H]1CCC[NH2+]1,-7.052,-6.952,5,84.4,True,,,
DEC0044,CC(=O)N(c1ccc(cc1F)F)c2nc(cs2)/C=N/Nc3ccc(c(c3)C(=O)[O-])Cl,CC(=O)N(c1nc(/C=N/Nc2ccc(Cl)c(C(=O)[O-])c2)cs1)c1ccc(F)cc1F,,decoy,DUD-E decoys_final,,,,,30,449.85,6,C(=N\Nc1ccccc1)/c1csc(Nc2ccccc2)n1,-9.041,-8.878,5,54.5,True,,,
